Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
43,'2000',TLP,122 cm 100 y-1,8.87,1572.00,0.23,0.00,35.02,86.43,87.00,35.78,11.13,77.65,41.87,122.11,0.92,3.10,0.84,1.16,18.50,102.90,19.20,65.80,132.70,33.90
44,'2000',TLP,122 cm 100 y-1,9.19,1749.00,0.23,0.00,35.25,96.22,88.00,36.90,11.31,78.57,41.67,123.02,0.93,3.50,0.84,1.64,20.60,103.70,19.29,74.10,133.60,34.80
45,'2000',TLP,122 cm 100 y-1,4.11,1753.00,0.23,0.00,35.47,96.39,88.00,38.04,11.49,78.98,40.94,123.43,0.94,3.50,0.84,1.67,20.60,104.10,19.38,77.20,134.50,35.20
46,'2000',TLP,122 cm 100 y-1,3.89,1763.00,0.24,0.00,36.22,96.96,89.00,39.20,11.67,79.37,40.17,123.82,0.98,3.50,0.84,1.77,20.70,104.30,19.48,80.10,135.50,35.60
47,'2000',TLP,122 cm 100 y-1,3.74,1773.00,0.24,0.00,37.01,97.54,89.00,40.37,11.84,79.74,39.37,124.20,1.03,3.50,0.84,1.88,20.90,104.60,19.58,82.90,136.60,35.90
48,'2000',TLP,122 cm 100 y-1,3.70,1784.00,0.25,0.00,37.83,98.13,89.00,41.57,12.02,80.11,38.54,124.57,1.07,3.60,0.84,2.00,21.00,104.90,19.69,85.50,137.60,36.30
49,'2000',TLP,122 cm 100 y-1,3.71,1795.00,0.25,0.00,38.67,98.73,89.00,42.78,12.20,80.48,37.70,124.94,1.12,3.60,0.84,2.13,21.10,105.10,19.80,88.10,138.70,36.70
50,'2000',TLP,122 cm 100 y-1,3.75,1806.00,0.26,0.00,39.52,99.32,90.00,44.01,12.38,80.86,36.85,125.31,1.17,3.60,0.84,2.26,21.20,105.40,19.92,90.60,139.90,37.10
51,'2000',TLP,122 cm 100 y-1,3.80,1816.00,0.27,0.00,40.40,99.90,90.00,45.25,12.56,81.24,35.98,125.69,1.22,3.60,0.84,2.40,21.40,105.60,20.04,93.20,141.10,37.40
52,'2000',TLP,122 cm 100 y-1,3.85,1827.00,0.27,0.00,41.28,100.48,90.00,46.52,12.73,81.62,35.10,126.08,1.28,3.70,0.84,2.55,21.50,105.90,20.17,95.80,142.40,37.80
53,'2000',TLP,122 cm 100 y-1,3.92,1837.00,0.28,0.00,42.18,101.04,90.00,47.80,12.91,82.01,34.21,126.47,1.33,3.70,0.84,2.70,21.60,106.20,20.30,98.40,143.70,38.20
54,'2000',TLP,122 cm 100 y-1,3.98,1847.00,0.28,0.00,43.09,101.60,90.00,49.10,13.09,82.41,33.31,126.87,1.39,3.70,0.84,2.86,21.70,106.40,20.44,101.00,145.10,38.60
55,'2000',TLP,122 cm 100 y-1,4.05,1857.00,0.29,0.00,44.01,102.14,91.00,50.42,13.27,82.82,32.40,127.27,1.45,3.70,0.84,3.03,21.80,106.70,20.59,103.60,146.60,39.00
56,'2000',TLP,122 cm 100 y-1,4.12,1867.00,0.30,0.00,44.94,102.68,91.00,51.75,13.44,83.23,31.47,127.68,1.51,3.70,0.84,3.20,22.00,106.90,20.74,106.20,148.10,39.40
57,'2000',TLP,122 cm 100 y-1,4.19,1876.00,0.30,0.00,45.88,103.19,91.00,53.11,13.62,83.65,30.54,128.10,1.58,3.80,0.84,3.38,22.10,107.20,20.90,108.80,149.70,39.90
58,'2000',TLP,122 cm 100 y-1,4.26,1885.00,0.31,0.00,46.83,103.70,91.00,54.48,13.80,84.07,29.59,128.53,1.64,3.80,0.84,3.57,22.20,107.50,21.06,111.40,151.30,40.30
59,'2000',TLP,122 cm 100 y-1,20.71,0.00,0.28,0.00,42.79,207.40,89.00,55.87,13.98,91.14,35.28,130.60,51.37,0.00,0.80,0.00,44.40,104.40,26.20,80.70,202.70,47.30
60,'2000',TLP,122 cm 100 y-1,-8.47,184.00,0.28,0.00,42.13,10.10,88.00,57.27,14.16,90.30,33.02,129.75,1.33,0.40,0.80,0.07,2.20,103.40,26.33,70.90,204.00,46.50
61,'2000',TLP,122 cm 100 y-1,0.21,372.00,0.29,0.00,44.40,20.47,88.00,58.70,14.33,90.32,31.62,129.77,1.48,0.70,0.80,0.18,4.40,103.30,26.48,69.70,205.50,46.50
62,'2000',TLP,122 cm 100 y-1,4.68,563.00,0.30,0.00,45.82,30.95,88.00,60.14,14.51,90.79,30.65,130.24,1.57,1.10,0.80,0.32,6.60,103.60,26.64,72.80,207.10,47.00
63,'2000',TLP,122 cm 100 y-1,7.07,754.00,0.31,0.00,46.81,41.48,89.00,61.60,14.69,91.49,29.89,130.95,1.64,1.50,0.80,0.50,8.90,104.10,26.80,78.20,208.70,47.70
64,'2000',TLP,122 cm 100 y-1,8.42,946.00,0.31,0.00,47.58,52.04,89.00,63.08,14.87,92.33,29.26,131.79,1.70,1.90,0.80,0.73,11.10,104.80,26.97,84.90,210.40,48.50
65,'2000',TLP,122 cm 100 y-1,9.25,1139.00,0.32,0.00,48.24,62.65,90.00,64.57,15.04,93.26,28.69,132.72,1.74,2.30,0.80,1.04,13.40,105.60,27.15,92.40,212.20,49.50
66,'2000',TLP,122 cm 100 y-1,9.84,1333.00,0.32,0.00,48.83,73.29,90.00,66.09,15.22,94.24,28.16,133.70,1.79,2.70,0.80,1.46,15.70,106.40,27.32,100.50,213.90,50.40
67,'2000',TLP,122 cm 100 y-1,10.32,1527.00,0.32,0.00,49.37,83.97,91.00,67.62,15.40,95.28,27.66,134.73,1.83,3.10,0.80,2.05,18.00,107.20,27.51,109.00,215.80,51.50
68,'2000',TLP,122 cm 100 y-1,10.76,1721.00,0.33,0.00,49.89,94.68,92.00,69.17,15.58,96.35,27.19,135.81,1.87,3.40,0.80,2.92,20.30,108.10,27.69,117.90,217.60,52.60
69,'2000',TLP,122 cm 100 y-1,11.24,1917.00,0.33,0.00,50.38,105.42,93.00,70.73,15.76,97.48,26.74,136.93,1.90,3.80,0.80,4.28,22.50,109.00,27.88,127.20,219.50,53.70
70,'2000',TLP,122 cm 100 y-1,5.57,1920.00,0.33,0.00,50.84,105.62,93.00,72.32,15.93,98.03,25.72,137.49,1.94,3.80,0.80,4.38,22.60,109.40,28.08,130.80,221.50,54.20
71,'2000',TLP,122 cm 100 y-1,5.21,1928.00,0.34,0.00,51.89,106.06,93.00,73.92,16.11,98.55,24.63,138.01,2.02,3.90,0.80,4.59,22.70,109.70,28.28,134.00,223.50,54.80
72,'2000',TLP,122 cm 100 y-1,5.03,1936.00,0.35,0.00,52.99,106.50,94.00,75.54,16.29,99.06,23.52,138.51,2.10,3.90,0.79,4.83,22.80,110.00,28.49,137.00,225.60,55.30
73,'2000',TLP,122 cm 100 y-1,4.99,1944.00,0.36,0.00,54.12,106.93,94.00,77.18,16.47,99.56,22.38,139.01,2.20,3.90,0.79,5.06,22.90,110.30,28.71,139.80,227.80,55.80
74,'2000',TLP,122 cm 100 y-1,4.96,1952.00,0.36,0.00,55.28,107.33,94.00,78.83,16.64,100.05,21.22,139.51,2.25,3.90,0.79,5.23,23.00,110.60,28.93,142.50,230.00,56.20
75,'2000',TLP,122 cm 100 y-1,4.96,1959.00,0.37,0.00,56.45,107.72,94.00,80.51,16.82,100.55,20.04,140.00,2.30,3.90,0.79,5.39,23.00,110.80,29.16,145.10,232.30,56.80
76,'2000',TLP,122 cm 100 y-1,4.98,1965.00,0.38,0.00,57.65,108.08,94.00,82.20,17.00,101.05,18.85,140.50,2.35,3.90,0.79,5.55,23.10,111.10,29.40,147.80,234.70,57.20
77,'2000',TLP,122 cm 100 y-1,5.01,1971.00,0.39,0.00,58.86,108.41,95.00,83.91,17.18,101.55,17.64,141.00,2.39,3.90,0.79,5.70,23.20,111.40,29.64,150.40,237.10,57.80
78,'2000',TLP,122 cm 100 y-1,5.04,1977.00,0.40,0.00,60.09,108.72,95.00,85.63,17.36,102.05,16.42,141.51,2.44,4.00,0.79,5.85,23.30,111.60,29.88,153.00,239.50,58.20
79,'2000',TLP,122 cm 100 y-1,5.07,1982.00,0.40,0.00,61.33,108.99,95.00,87.38,17.53,102.56,15.18,142.01,2.50,4.00,0.79,6.00,23.30,111.90,30.13,155.50,242.00,58.80
80,'2000',TLP,122 cm 100 y-1,5.11,1986.00,0.41,0.00,62.58,109.24,95.00,89.14,17.71,103.07,13.93,142.52,2.55,4.00,0.79,6.14,23.40,112.10,30.39,158.10,244.60,59.30
81,'2000',TLP,122 cm 100 y-1,5.14,1990.00,0.42,0.00,63.85,109.45,96.00,90.92,17.89,103.58,12.66,143.04,2.60,4.00,0.79,6.28,23.40,112.40,30.65,160.70,247.20,59.80
82,'2000',TLP,122 cm 100 y-1,5.17,1993.00,0.43,0.00,65.14,109.63,96.00,92.72,18.07,104.10,11.38,143.56,2.65,4.00,0.78,6.41,23.50,112.60,30.91,163.20,249.80,60.30
83,'2000',TLP,122 cm 100 y-1,5.21,1996.00,0.44,0.00,66.43,109.78,96.00,94.53,18.24,104.62,10.09,144.08,2.70,4.00,0.78,6.54,23.50,112.90,31.18,165.70,252.50,60.80
84,'2000',TLP,122 cm 100 y-1,19.43,0.00,0.41,0.00,62.75,219.55,93.00,96.37,18.42,111.56,15.20,146.02,52.55,0.00,0.75,0.00,47.00,109.60,36.44,132.60,305.10,67.80
85,'2000',TLP,122 cm 100 y-1,-8.02,199.00,0.41,0.00,62.65,10.92,92.00,98.22,18.60,110.76,12.54,145.22,2.55,0.40,0.75,0.15,2.30,108.50,36.69,122.00,307.60,67.00
86,'2000',TLP,122 cm 100 y-1,1.20,399.00,0.43,0.00,65.33,21.93,92.00,100.09,18.78,110.88,10.79,145.34,2.66,0.80,0.75,0.35,4.70,108.40,36.96,120.50,310.30,67.10
87,'2000',TLP,122 cm 100 y-1,5.95,599.00,0.44,0.00,67.09,32.95,92.00,101.97,18.96,111.48,9.50,145.93,2.73,1.20,0.74,0.60,7.00,108.70,37.23,123.80,313.00,67.70
88,'2000',TLP,122 cm 100 y-1,8.47,799.00,0.45,0.00,68.40,43.97,93.00,103.88,19.13,112.32,8.45,146.78,2.78,1.60,0.74,0.91,9.40,109.30,37.51,129.40,315.80,68.50
89,'2000',TLP,122 cm 100 y-1,9.88,1000.00,0.46,0.00,69.48,54.99,93.00,105.80,19.31,113.31,7.51,147.77,2.83,2.00,0.74,1.31,11.80,110.00,37.79,136.50,318.60,69.50
90,'2000',TLP,122 cm 100 y-1,10.75,1200.00,0.46,0.00,70.43,66.00,94.00,107.74,19.49,114.39,6.65,148.84,2.87,2.40,0.74,1.84,14.10,110.80,38.08,144.40,321.50,70.60
91,'2000',TLP,122 cm 100 y-1,11.35,1400.00,0.47,0.00,71.31,76.99,95.00,109.70,19.67,115.52,5.82,149.98,2.90,2.80,0.74,2.55,16.50,111.60,38.37,152.80,324.40,71.70
92,'2000',TLP,122 cm 100 y-1,11.79,1598.00,0.47,0.00,72.15,87.87,96.00,111.67,19.84,116.70,5.03,151.16,2.94,3.20,0.74,3.53,18.80,112.50,38.66,161.70,327.30,72.90
93,'2000',TLP,122 cm 100 y-1,12.16,1792.00,0.48,0.00,72.97,98.57,96.00,113.67,20.02,117.92,4.25,152.37,2.97,3.60,0.74,4.91,21.10,113.40,38.96,170.90,330.30,74.10
94,'2000',TLP,122 cm 100 y-1,12.53,1983.00,0.49,0.00,73.76,109.07,97.00,115.68,20.20,119.17,3.49,153.62,3.00,4.00,0.74,6.89,23.30,114.40,39.26,180.40,333.30,75.40
95,'2000',TLP,122 cm 100 y-1,6.37,1972.00,0.49,0.00,74.54,108.47,97.00,117.71,20.38,119.81,2.10,154.26,3.03,3.90,0.74,6.81,23.20,114.70,39.56,183.70,336.30,76.00
96,'2000',TLP,122 cm 100 y-1,5.20,1946.00,0.50,0.00,75.95,107.01,98.00,119.75,20.56,120.33,0.57,154.78,3.09,3.90,0.74,6.60,22.90,114.90,39.87,185.80,339.40,76.50
97,'2000',TLP,122 cm 100 y-1,4.41,1906.00,0.51,0.00,77.49,104.85,98.00,121.82,20.73,120.77,-1.05,155.22,3.15,3.80,0.74,6.26,22.40,115.00,40.19,187.10,342.60,77.00
98,'2000',TLP,122 cm 100 y-1,3.73,1853.00,0.52,0.00,79.13,101.92,98.00,123.90,20.91,121.14,-2.76,155.60,3.22,3.70,0.74,5.81,21.80,115.10,40.51,187.60,345.80,77.30
99,'2000',TLP,122 cm 100 y-1,3.07,1784.00,0.53,0.00,80.86,98.12,98.00,126.00,21.09,121.45,-4.55,155.90,3.29,3.60,0.74,5.27,21.00,115.10,40.84,187.40,349.10,77.60
100,'2000',TLP,122 cm 100 y-1,2.38,1697.00,0.54,0.00,82.67,93.35,98.00,128.12,21.27,121.69,-6.43,156.14,3.36,3.40,0.74,4.66,20.00,115.00,41.17,186.40,352.40,77.90
1,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,4.69,NA,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,5.04,NA,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,5.39,NA,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,5.75,NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,6.12,NA,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,6.49,NA,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,6.87,NA,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,7.25,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,7.64,NA,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,8.03,NA,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,8.43,NA,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,8.83,NA,8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,9.24,NA,9.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,9.65,NA,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,10.07,NA,10.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,10.49,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,10.92,NA,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,11.36,NA,11.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,11.8,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,12.24,NA,12.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,12.69,NA,12.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,13.15,NA,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,13.61,NA,13.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,14.08,NA,14.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,14.55,NA,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,15.02,NA,15.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,15.51,NA,15.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,15.99,NA,15.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,16.48,NA,16.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,16.98,NA,16.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,17.49,NA,17.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,17.99,NA,17.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,18.51,NA,18.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,19.03,NA,19.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,19.55,NA,19.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,20.08,NA,20.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,20.61,NA,20.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,21.15,NA,21.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,21.7,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,22.25,NA,22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,22.8,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,23.36,NA,23.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,23.93,NA,23.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,24.5,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,25.08,NA,25.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,25.66,NA,25.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,26.24,NA,26.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,26.84,NA,26.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,27.43,NA,27.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,28.04,NA,28.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,28.64,NA,28.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,29.26,NA,29.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,29.88,NA,29.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,30.5,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,31.13,NA,31.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,31.76,NA,31.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,32.4,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,33.05,NA,33.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,33.7,NA,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,34.35,NA,34.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,35.01,NA,35.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,35.68,NA,35.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,36.35,NA,36.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,37.03,NA,37.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,37.71,NA,37.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,38.39,NA,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,39.09,NA,39.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,39.78,NA,39.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,40.48,NA,40.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,41.19,NA,41.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,41.91,NA,41.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,42.62,NA,42.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,43.35,NA,43.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,44.08,NA,44.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,44.81,NA,44.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,45.55,NA,45.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,46.29,NA,46.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,'Mean Sea Level',None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,47.04,NA,47.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
